date,Sentiment score,Relatedness,score
2020/8/17,0,50,1
2020/8/17,30,70,1
2020/8/17,0,10,1
2020/8/17,-60,20,1
2020/8/17,70,90,1
2020/8/17,-70,60,1
2020/8/17,-90,80,1
2020/8/18,10,60,1
2020/8/18,-60,70,1
2020/8/18,0,0,1
2020/8/18,50,70,1
2020/8/18,50,70,1
2020/8/18,50,70,1
2020/8/18,-90,10,1
2020/8/18,-70,80,1
2020/8/18,-10,50,1
2020/8/18,70,80,1
2020/8/18,-30,20,1
2020/8/18,50,70,1
2020/8/18,60,20,1
2020/8/18,-70,20,1
2020/8/18,60,80,1
2020/8/18,-30,50,1
2020/8/18,0,20,1
2020/8/18,50,10,1
2020/8/18,50,80,1
2020/8/18,75,40,1
2020/8/18,70,85,1
2020/8/18,80,90,1
2020/8/18,60,75,1
2020/8/18,15,60,1
2020/8/18,-70,80,1
2020/8/18,70,80,1
2020/8/18,60,80,1
2020/8/18,-40,10,1
2020/8/18,0,20,1
2020/8/18,70,90,1
2020/8/18,70,80,1
2020/8/18,50,80,1
2020/8/18,-70,60,1
2020/8/18,-70,40,1
2020/8/18,50,20,1
2020/8/18,50,80,1
2020/8/18,10,30,1
2020/8/18,30,70,1
2020/8/18,-25,10,1
2020/8/18,35,75,1
2020/8/18,-70,60,1
2020/8/18,-80,60,1
2020/8/18,50,70,1
2020/8/18,0,20,1
2020/8/18,10,30,1
2020/8/18,-70,50,1
2020/8/18,20,60,1
2020/8/18,50,80,1
2020/8/18,-70,60,1
2020/8/18,60,30,1
2020/8/18,10,20,1
2020/8/18,0,50,1
2020/8/18,-30,50,1
2020/8/18,70,85,1
2020/8/19,60,85,1
2020/8/19,-70,60,1
2020/8/19,-70,30,1
2020/8/19,-60,30,1
2020/8/19,0,50,1
2020/8/19,-70,30,1
2020/8/19,70,60,1
2020/8/19,30,70,1
2020/8/19,75,85,1
2020/8/19,25,50,1
2020/8/19,80,90,1
2020/8/19,50,70,1
2020/8/19,70,90,1
2020/8/19,50,70,1
2020/8/19,-60,80,1
2020/8/19,-70,40,1
2020/8/19,-30,70,1
2020/8/19,20,40,1
2020/8/19,-70,20,1
2020/8/19,-50,70,1
2020/8/19,50,60,1
2020/8/19,70,80,1
2020/8/19,50,70,1
2020/8/19,-40,20,1
2020/8/19,-80,60,1
2020/8/19,50,70,1
2020/8/19,10,20,1
2020/8/19,60,80,1
2020/8/19,70,60,1
2020/8/19,20,10,1
2020/8/19,-80,20,1
2020/8/19,70,80,1
2020/8/19,-10,20,1
2020/8/19,50,75,1
2020/8/19,20,60,1
2020/8/19,70,85,1
2020/8/20,-70,80,1
2020/8/20,-10,60,1
2020/8/20,50,70,1
2020/8/20,0,10,1
2020/8/20,60,20,1
2020/8/20,80,60,1
2020/8/20,60,30,1
2020/8/20,-70,5,1
2020/8/20,-70,20,1
2020/8/20,-80,30,1
2020/8/20,60,20,1
2020/8/20,-70,20,1
2020/8/20,-80,90,1
2020/8/20,-10,60,1
2020/8/20,20,60,1
2020/8/20,-70,60,1
2020/8/20,70,80,1
2020/8/20,0,20,1
2020/8/20,-80,10,1
2020/8/20,10,20,1
2020/8/20,-70,30,1
2020/8/20,-20,50,1
2020/8/20,60,85,1
2020/8/20,5,30,1
2020/8/20,50,80,1
2020/8/20,-50,80,1
2020/8/20,-70,80,1
2020/8/20,0,20,1
2020/8/20,-10,20,1
2020/8/20,50,20,1
2020/8/20,70,85,1
2020/8/20,80,60,1
2020/8/20,0,50,1
2020/8/20,70,90,1
2020/8/20,70,80,1
2020/8/20,0,10,1
2020/8/20,80,70,1
2020/8/21,10,20,1
2020/8/21,80,30,1
2020/8/21,50,30,1
2020/8/21,75,90,1
2020/8/21,0,20,1
2020/8/21,-80,60,1
2020/8/21,10,30,1
2020/8/21,80,50,1
2020/8/21,50,30,1
2020/8/21,-60,40,1
2020/8/21,-70,50,1
2020/8/21,60,20,1
2020/8/21,70,90,1
2020/8/21,60,80,1
2020/8/21,10,20,1
2020/8/21,-20,50,1
2020/8/21,-70,50,1
2020/8/21,-80,70,1
2020/8/21,10,50,1
2020/8/21,0,20,1
2020/8/21,0,20,1
2020/8/21,-60,20,1
2020/8/21,-80,60,1
2020/8/21,80,70,1
2020/8/21,-70,60,1
2020/8/21,80,50,1
2020/8/21,10,20,1
2020/8/21,50,70,1
2020/8/21,20,40,1
2020/8/21,50,30,1
2020/8/22,60,40,1
2020/8/22,-20,50,1
2020/8/22,20,10,1
2020/8/22,-70,50,1
2020/8/22,-70,40,1
2020/8/23,-70,20,1
2020/8/23,-70,50,1
2020/8/24,-70,20,1
2020/8/24,-80,20,1
2020/8/24,0,0,1
2020/8/24,0,80,1
2020/8/24,25,60,1
2020/8/24,20,50,1
2020/8/24,30,40,1
2020/8/24,-80,20,1
2020/8/24,0,20,1
2020/8/24,60,70,1
2020/8/24,-60,40,1
2020/8/24,40,70,1
2020/8/24,20,10,1
2020/8/24,-70,30,1
2020/8/24,-50,20,1
2020/8/24,-70,60,1
2020/8/24,-70,20,1
2020/8/24,-60,40,1
2020/8/24,-70,50,1
2020/8/24,-70,10,1
2020/8/24,-80,30,1
2020/8/24,10,30,1
2020/8/24,-70,10,1
2020/8/24,0,80,1
2020/8/24,50,30,1
2020/8/24,50,70,1
2020/8/25,-70,30,1
2020/8/25,-70,40,1
2020/8/25,-80,60,1
2020/8/25,-80,30,1
2020/8/25,-50,20,1
2020/8/25,-50,10,1
2020/8/25,75,90,1
2020/8/25,60,70,1
2020/8/25,60,50,1
2020/8/25,50,80,1
2020/8/25,5,60,1
2020/8/25,5,10,1
2020/8/25,70,80,1
2020/8/25,-70,20,1
2020/8/25,80,70,1
2020/8/25,60,40,1
2020/8/25,-70,60,1
2020/8/25,35,75,1
2020/8/25,-70,50,1
2020/8/25,75,90,1
2020/8/25,-20,10,1
2020/8/25,-70,90,1
2020/8/25,-70,10,1
2020/8/25,0,0,1
2020/8/25,20,40,1
2020/8/25,-20,10,1
2020/8/25,-70,20,1
2020/8/26,-70,50,1
2020/8/26,0,50,1
2020/8/26,0,10,1
2020/8/26,60,75,1
2020/8/26,65,30,1
2020/8/26,-80,60,1
2020/8/26,-70,20,1
2020/8/26,50,60,1
2020/8/26,-60,20,1
2020/8/26,60,80,1
2020/8/26,-80,60,1
2020/8/26,10,80,1
2020/8/26,-20,10,1
2020/8/26,70,85,1
2020/8/26,-80,10,1
2020/8/26,-30,70,1
2020/8/26,60,80,1
2020/8/26,-50,70,1
2020/8/26,-50,10,1
2020/8/26,70,80,1
2020/8/27,-70,60,1
2020/8/27,0,20,1
2020/8/27,10,60,1
2020/8/27,70,50,1
2020/8/27,30,50,1
2020/8/27,50,70,1
2020/8/27,80,95,1
2020/8/27,-75,80,1
2020/8/27,80,60,1
2020/8/27,0,70,1
2020/8/27,50,20,1
2020/8/27,20,50,1
2020/8/27,60,70,1
2020/8/27,70,90,1
2020/8/27,80,60,1
2020/8/27,80,60,1
2020/8/27,50,60,1
2020/8/27,80,90,1
2020/8/27,80,90,1
2020/8/27,50,70,1
2020/8/27,-50,10,1
2020/8/27,80,60,1
2020/8/27,0,20,1
2020/8/27,-70,20,1
2020/8/27,-60,30,1
2020/8/27,-30,60,1
2020/8/27,30,70,1
2020/8/27,20,50,1
2020/8/27,50,70,1
2020/8/27,40,60,1
2020/8/27,80,90,1
2020/8/27,60,40,1
2020/8/27,-50,20,1
2020/8/27,70,85,1
2020/8/27,-70,30,1
2020/8/27,-70,80,1
2020/8/27,-70,30,1
2020/8/27,0,40,1
2020/8/27,60,80,1
2020/8/27,80,20,1
2020/8/27,80,90,1
2020/8/27,-70,30,1
2020/8/27,-80,60,1
2020/8/27,-70,20,1
2020/8/27,80,90,1
2020/8/27,-85,20,1
2020/8/27,40,60,1
2020/8/27,-60,50,1
2020/8/27,60,70,1
2020/8/27,60,50,1
2020/8/28,-70,80,1
2020/8/28,-20,10,1
2020/8/28,70,15,1
2020/8/28,80,90,1
2020/8/28,30,70,1
2020/8/28,50,20,1
2020/8/28,80,70,1
2020/8/28,-30,50,1
2020/8/28,-70,50,1
2020/8/28,80,90,1
2020/8/28,80,90,1
2020/8/28,-40,60,1
2020/8/28,30,40,1
2020/8/28,-10,30,1
2020/8/28,60,70,1
2020/8/28,60,70,1
2020/8/28,-70,40,1
2020/8/28,60,80,1
2020/8/28,85,70,1
2020/8/28,50,70,1
2020/8/28,60,80,1
2020/8/28,60,80,1
2020/8/28,30,70,1
2020/8/28,-80,40,1
2020/8/28,30,40,1
2020/8/28,-50,30,1
2020/8/28,-30,60,1
2020/8/28,70,90,1
2020/8/28,-50,20,1
2020/8/28,70,90,1
2020/8/28,-80,20,1
2020/8/28,0,30,1
2020/8/28,-80,90,1
2020/8/28,-70,40,1
2020/8/28,-70,20,1
2020/8/28,-10,60,1
2020/8/28,80,90,1
2020/8/28,-60,70,1
2020/8/28,-70,60,1
2020/8/28,-70,50,1
2020/8/29,20,60,1
2020/8/29,50,85,1
2020/8/29,-40,60,1
2020/8/29,0,50,1
2020/8/29,20,40,1
2020/8/29,-60,30,1
2020/8/29,0,20,1
2020/8/30,70,80,1
2020/8/30,40,10,1
2020/8/30,-70,30,1
2020/8/31,75,90,1
2020/8/31,-90,20,1
2020/8/31,-10,20,1
2020/8/31,60,75,1
2020/8/31,-50,10,1
2020/8/31,60,40,1
2020/8/31,0,25,1
2020/8/31,-5,30,1
2020/8/31,-70,85,1
2020/8/31,-60,70,1
2020/8/31,75,90,1
2020/8/31,-10,20,1
2020/8/31,50,20,1
2020/8/31,-80,90,1
2020/8/31,-80,20,1
2020/8/31,-80,90,1
2020/8/31,-60,15,1
2020/8/31,30,10,1
2020/8/31,-50,20,1
2020/8/31,80,90,1
2020/8/31,65,20,1
2020/8/31,-60,20,1
2020/8/31,-80,70,1
2020/8/31,0,50,1
2020/8/31,30,20,1
2020/8/31,70,80,1
2020/8/31,-80,30,1
2020/8/31,30,60,1
2020/8/31,-70,30,1
2020/9/1,40,70,1
2020/9/1,10,75,1
2020/9/1,60,70,1
2020/9/1,5,20,1
2020/9/1,40,60,1
2020/9/1,20,60,1
2020/9/1,50,10,1
2020/9/1,0,60,1
2020/9/1,-20,60,1
2020/9/1,50,20,1
2020/9/1,50,20,1
2020/9/1,30,60,1
2020/9/1,-70,30,1
2020/9/1,0,50,1
2020/9/1,-70,60,1
2020/9/1,-90,20,1
2020/9/1,40,60,1
2020/9/1,40,20,1
2020/9/1,70,60,1
2020/9/1,-60,30,1
2020/9/1,70,85,1
2020/9/1,-20,40,1
2020/9/1,0,20,1
2020/9/1,70,50,1
2020/9/1,85,70,1
2020/9/1,60,40,1
2020/9/1,50,70,1
2020/9/1,60,80,1
2020/9/1,50,20,1
2020/9/1,-70,30,1
2020/9/1,-80,30,1
2020/9/1,40,60,1
2020/9/1,0,10,1
2020/9/1,-60,50,1
2020/9/1,5,70,1
2020/9/1,-75,60,1
2020/9/1,-70,30,1
2020/9/1,60,80,1
2020/9/1,70,80,1
2020/9/1,-20,40,1
2020/9/2,-70,60,1
2020/9/2,80,70,1
2020/9/2,50,75,1
2020/9/2,-60,40,1
2020/9/2,50,80,1
2020/9/2,80,60,1
2020/9/2,50,80,1
2020/9/2,-60,20,1
2020/9/2,75,90,1
2020/9/2,-70,80,1
2020/9/2,-10,60,1
2020/9/2,60,80,1
2020/9/2,-60,80,1
2020/9/2,-80,20,1
2020/9/2,30,20,1
2020/9/2,-80,20,1
2020/9/2,60,70,1
2020/9/2,-70,20,1
2020/9/2,70,80,1
2020/9/2,-80,20,1
2020/9/2,-80,50,1
2020/9/2,-40,70,1
2020/9/2,-30,10,1
2020/9/2,70,30,1
2020/9/2,-80,20,1
2020/9/3,-70,80,1
2020/9/3,60,20,1
2020/9/3,-20,60,1
2020/9/3,-80,50,1
2020/9/3,0,40,1
2020/9/3,50,70,1
2020/9/3,80,70,1
2020/9/3,80,70,1
2020/9/3,50,70,1
2020/9/3,10,20,1
2020/9/3,0,30,1
2020/9/3,0,50,1
2020/9/3,-70,20,1
2020/9/3,-30,50,1
2020/9/3,0,50,1
2020/9/3,-70,80,1
2020/9/3,10,40,1
2020/9/3,20,70,1
2020/9/3,20,60,1
2020/9/3,0,20,1
2020/9/3,-60,80,1
2020/9/3,-30,20,1
2020/9/3,50,80,1
2020/9/3,50,30,1
2020/9/3,60,80,1
2020/9/3,-80,20,1
2020/9/4,-70,60,1
2020/9/4,10,70,1
2020/9/4,50,75,1
2020/9/4,-50,30,1
2020/9/4,-50,70,1
2020/9/4,45,70,1
2020/9/4,80,90,1
2020/9/4,80,90,1
2020/9/4,50,70,1
2020/9/4,40,10,1
2020/9/4,-70,90,1
2020/9/4,-80,20,1
2020/9/4,10,60,1
2020/9/4,80,30,1
2020/9/4,0,10,1
2020/9/4,70,80,1
2020/9/4,60,70,1
2020/9/4,-20,10,1
2020/9/4,20,70,1
2020/9/4,80,90,1
2020/9/4,20,50,1
2020/9/4,70,90,1
2020/9/4,60,80,1
2020/9/4,0,20,1
2020/9/4,60,80,1
2020/9/4,50,25,1
2020/9/4,70,80,1
2020/9/5,0,20,1
2020/9/5,70,80,1
2020/9/5,-25,65,1
2020/9/5,0,50,1
2020/9/5,-70,40,1
2020/9/5,60,80,1
2020/9/5,-70,60,1
2020/9/5,70,50,1
2020/9/6,75,60,1
2020/9/6,-70,60,1
2020/9/6,70,85,1
2020/9/6,70,80,1
2020/9/6,20,10,1
2020/9/6,70,90,1
2020/9/6,0,10,1
2020/9/7,50,80,1
2020/9/7,40,50,1
2020/9/7,80,90,1
2020/9/7,50,30,1
2020/9/7,70,90,1
2020/9/7,20,60,1
2020/9/7,60,70,1
2020/9/7,70,80,1
2020/9/7,-70,20,1
2020/9/7,-60,70,1
2020/9/7,-80,20,1
2020/9/7,-70,80,1
2020/9/7,-60,40,1
2020/9/7,0,20,1
2020/9/7,-80,20,1
2020/9/7,80,90,1
2020/9/7,-60,20,1
2020/9/7,-70,20,1
2020/9/7,10,50,1
2020/9/7,50,20,1
2020/9/7,0,10,1
2020/9/7,-60,10,1
2020/9/7,80,90,1
2020/9/7,30,45,1
2020/9/7,20,60,1
2020/9/7,10,20,1
2020/9/7,5,20,1
2020/9/7,-70,40,1
2020/9/7,10,20,1
2020/9/7,-70,30,1
2020/9/7,60,10,1
2020/9/8,-50,60,1
2020/9/8,75,80,1
2020/9/8,80,90,1
2020/9/8,0,10,1
2020/9/8,-70,80,1
2020/9/8,30,10,1
2020/9/8,79,33,1
2020/9/8,60,40,1
2020/9/8,-70,30,1
2020/9/8,40,60,1
2020/9/8,0,50,1
2020/9/8,40,60,1
2020/9/8,60,20,1
2020/9/8,-80,60,1
2020/9/8,72,85,1
2020/9/8,-50,30,1
2020/9/8,-60,80,1
2020/9/8,70,80,1
2020/9/9,50,30,1
2020/9/9,10,30,1
2020/9/9,-80,90,1
2020/9/9,70,50,1
2020/9/9,80,90,1
2020/9/9,70,80,1
2020/9/9,-70,60,1
2020/9/9,70,90,1
2020/9/9,30,70,1
2020/9/9,-20,60,1
2020/9/9,-40,20,1
2020/9/9,-70,30,1
2020/9/9,70,80,1
2020/9/9,-30,60,1
2020/9/10,-50,10,1
2020/9/10,0,10,1
2020/9/10,10,5,1
2020/9/10,50,70,1
2020/9/10,-70,90,1
2020/9/10,70,80,1
2020/9/10,50,70,1
2020/9/10,-60,80,1
2020/9/10,-70,10,1
2020/9/10,50,60,1
2020/9/10,-70,20,1
2020/9/10,50,70,1
2020/9/10,5,30,1
2020/9/10,-60,70,1
2020/9/10,-70,60,1
2020/9/10,-80,60,1
2020/9/10,-50,20,1
2020/9/10,50,20,1
2020/9/10,-65,80,1
2020/9/10,-80,10,1
2020/9/10,-60,20,1
2020/9/10,5,70,1
2020/9/10,-50,80,1
2020/9/10,-60,25,1
2020/9/10,-70,5,1
2020/9/10,-70,20,1
2020/9/11,80,90,1
2020/9/11,-75,60,1
2020/9/11,70,80,1
2020/9/11,10,20,1
2020/9/11,-80,20,1
2020/9/11,-80,20,1
2020/9/11,-50,30,1
2020/9/11,50,80,1
2020/9/11,90,80,1
2020/9/11,30,50,1
2020/9/11,-70,80,1
2020/9/11,70,80,1
2020/9/11,0,20,1
2020/9/11,30,20,1
2020/9/11,50,20,1
2020/9/11,20,70,1
2020/9/11,40,60,1
2020/9/11,-70,40,1
2020/9/11,70,60,1
2020/9/11,20,80,1
2020/9/12,-10,30,1
2020/9/12,-70,40,1
2020/9/12,50,75,1
2020/9/13,50,90,1
2020/9/13,-70,10,1
2020/9/13,-80,20,1
2020/9/13,50,80,1
2020/9/13,-40,60,1
2020/9/14,-60,80,1
2020/9/14,10,60,1
2020/9/14,80,70,1
2020/9/14,-80,60,1
2020/9/14,60,80,1
2020/9/14,-90,10,1
2020/9/14,75,90,1
2020/9/14,0,20,1
2020/9/14,-30,20,1
2020/9/14,70,50,1
2020/9/14,75,90,1
2020/9/14,80,60,1
2020/9/14,-70,60,1
2020/9/14,20,70,1
2020/9/15,50,10,1
2020/9/15,0,20,1
2020/9/15,50,20,1
2020/9/15,-20,30,1
2020/9/15,-70,20,1
2020/9/15,-60,20,1
2020/9/15,60,70,1
2020/9/15,-70,75,1
2020/9/15,75,80,1
2020/9/15,70,90,1
2020/9/15,-80,30,1
2020/9/15,-70,60,1
2020/9/15,75,40,1
2020/9/15,-80,20,1
2020/9/15,-70,30,1
2020/9/15,80,60,1
2020/9/15,0,20,1
2020/9/15,70,90,1
2020/9/15,70,80,1
2020/9/15,-10,60,1
2020/9/15,-65,20,1
2020/9/15,80,70,1
2020/9/15,40,65,1
2020/9/15,-80,60,1
2020/9/15,-60,20,1
2020/9/15,0,20,1
2020/9/15,10,20,1
2020/9/15,-50,20,1
2020/9/15,50,80,1
2020/9/15,60,80,1
2020/9/15,20,60,1
2020/9/15,-50,30,1
2020/9/16,-20,10,1
2020/9/16,60,80,1
2020/9/16,10,60,1
2020/9/16,75,60,1
2020/9/16,70,80,1
2020/9/16,-80,50,1
2020/9/16,5,25,1
2020/9/16,0,20,1
2020/9/16,50,30,1
2020/9/16,20,50,1
2020/9/16,80,90,1
2020/9/16,70,80,1
2020/9/16,50,80,1
2020/9/16,10,40,1
2020/9/16,-70,50,1
2020/9/17,-60,70,1
2020/9/17,-60,85,1
2020/9/17,20,60,1
2020/9/17,50,70,1
2020/9/17,-90,20,1
2020/9/17,-80,70,1
2020/9/17,70,90,1
2020/9/17,-70,50,1
2020/9/17,20,75,1
2020/9/17,-70,85,1
2020/9/17,-60,20,1
2020/9/17,-70,80,1
2020/9/17,60,70,1
2020/9/17,-5,20,1
2020/9/17,20,60,1
2020/9/17,-70,20,1
2020/9/17,60,80,1
2020/9/17,-60,50,1
2020/9/17,-10,60,1
2020/9/17,70,85,1
2020/9/17,-50,20,1
2020/9/17,-70,60,1
2020/9/17,70,50,1
2020/9/17,40,10,1
2020/9/17,-70,90,1
2020/9/17,-80,90,1
2020/9/17,50,20,1
2020/9/17,-20,70,1
2020/9/17,60,85,1
2020/9/17,-70,60,1
2020/9/17,-80,10,1
2020/9/17,0,20,1
2020/9/18,50,20,1
2020/9/18,-70,50,1
2020/9/18,60,80,1
2020/9/18,10,30,1
2020/9/18,0,30,1
2020/9/18,-70,60,1
2020/9/18,15,70,1
2020/9/18,80,60,1
2020/9/18,-20,60,1
2020/9/18,50,80,1
2020/9/18,30,70,1
2020/9/18,-50,80,1
2020/9/18,60,70,1
2020/9/18,-70,80,1
2020/9/18,45,60,1
2020/9/18,-70,30,1
2020/9/18,30,40,1
2020/9/18,-70,90,1
2020/9/18,-50,70,1
2020/9/18,50,80,1
2020/9/18,70,80,1
2020/9/18,70,60,1
2020/9/18,70,80,1
2020/9/18,-70,20,1
2020/9/18,-20,60,1
2020/9/18,50,75,1
2020/9/19,50,30,1
2020/9/19,-60,40,1
2020/9/19,-50,70,1
2020/9/19,-70,90,1
2020/9/20,10,30,1
2020/9/20,60,50,1
2020/9/21,0,15,1
2020/9/21,10,70,1
2020/9/21,50,20,1
2020/9/21,-80,90,1
2020/9/21,-15,0,1
2020/9/21,-60,20,1
2020/9/21,-10,5,1
2020/9/21,70,90,1
2020/9/21,60,70,1
2020/9/21,30,80,1
2020/9/21,-80,10,1
2020/9/21,-80,10,1
2020/9/21,-20,60,1
2020/9/21,-80,75,1
2020/9/21,-50,70,1
2020/9/21,50,30,1
2020/9/21,-75,10,1
2020/9/21,60,80,1
2020/9/22,65,80,1
2020/9/22,70,65,1
2020/9/22,-50,20,1
2020/9/22,-80,30,1
2020/9/22,-70,85,1
2020/9/22,60,70,1
2020/9/22,-70,30,1
2020/9/22,-70,50,1
2020/9/22,-50,20,1
2020/9/22,10,50,1
2020/9/22,-70,90,1
2020/9/22,20,60,1
2020/9/22,-30,60,1
2020/9/22,-50,20,1
2020/9/22,-70,30,1
2020/9/22,-80,20,1
2020/9/22,0,10,1
2020/9/22,-70,80,1
2020/9/22,80,30,1
2020/9/22,-80,60,1
2020/9/22,-50,20,1
2020/9/22,-80,70,1
2020/9/22,0,20,1
2020/9/22,-20,50,1
2020/9/22,-80,60,1
2020/9/22,10,5,1
2020/9/22,-70,30,1
2020/9/22,-70,60,1
2020/9/22,-80,20,1
2020/9/22,-50,60,1
2020/9/22,50,80,1
2020/9/22,-50,70,1
2020/9/23,70,90,1
2020/9/23,80,90,1
2020/9/23,70,90,1
2020/9/23,80,90,1
2020/9/23,-70,60,1
2020/9/23,0,70,1
2020/9/23,-70,80,1
2020/9/23,-10,70,1
2020/9/23,70,60,1
2020/9/23,-70,80,1
2020/9/23,80,65,1
2020/9/23,20,70,1
2020/9/23,0,20,1
2020/9/23,-80,50,1
2020/9/23,-80,40,1
2020/9/23,-80,90,1
2020/9/23,0,10,1
2020/9/23,60,30,1
2020/9/23,50,70,1
2020/9/23,-70,90,1
2020/9/23,80,70,1
2020/9/23,0,10,1
2020/9/23,-70,20,1
2020/9/23,-70,85,1
2020/9/23,80,75,1
2020/9/24,-70,20,1
2020/9/24,-60,30,1
2020/9/24,-60,80,1
2020/9/24,-70,20,1
2020/9/24,-70,80,1
2020/9/24,0,50,1
2020/9/24,-50,70,1
2020/9/24,60,40,1
2020/9/24,70,50,1
2020/9/24,70,60,1
2020/9/24,50,70,1
2020/9/24,-70,40,1
2020/9/24,-20,60,1
2020/9/24,0,20,1
2020/9/24,40,20,1
2020/9/24,-50,30,1
2020/9/24,80,90,1
2020/9/24,-80,60,1
2020/9/24,-70,20,1
2020/9/24,0,10,1
2020/9/24,50,70,1
2020/9/24,10,70,1
2020/9/24,-70,60,1
2020/9/24,60,80,1
2020/9/24,60,80,1
2020/9/24,50,80,1
2020/9/24,-20,30,1
2020/9/24,-30,70,1
2020/9/24,-10,30,1
2020/9/24,-10,20,1
2020/9/24,30,20,1
2020/9/24,-20,60,1
2020/9/24,-70,80,1
2020/9/24,-60,20,1
2020/9/24,50,10,1
2020/9/24,70,80,1
2020/9/24,-60,30,1
2020/9/24,-70,20,1
2020/9/24,0,20,1
2020/9/24,-70,60,1
2020/9/24,-80,20,1
2020/9/25,10,70,1
2020/9/25,-80,20,1
2020/9/25,0,20,1
2020/9/25,60,80,1
2020/9/25,80,90,1
2020/9/25,-80,70,1
2020/9/25,30,60,1
2020/9/25,-85,10,1
2020/9/25,-80,60,1
2020/9/26,-70,60,1
2020/9/27,50,70,1
2020/9/27,0,10,1
2020/9/27,-70,30,1
2020/9/27,75,80,1
2020/9/28,-60,30,1
2020/9/28,-80,30,1
2020/9/28,-60,30,1
2020/9/28,10,80,1
2020/9/28,-70,30,1
2020/9/28,-50,20,1
2020/9/28,0,20,1
2020/9/28,70,60,1
2020/9/28,-70,30,1
2020/9/28,30,70,1
2020/9/28,-80,20,1
2020/9/28,5,70,1
2020/9/28,-70,85,1
2020/9/28,70,85,1
2020/9/28,0,20,1
2020/9/28,-70,50,1
2020/9/28,10,80,1
2020/9/28,50,20,1
2020/9/28,70,80,1
2020/9/28,-30,10,1
2020/9/29,70,20,1
2020/9/29,30,40,1
2020/9/29,-30,60,1
2020/9/29,10,5,1
2020/9/29,-50,30,1
2020/9/29,-30,50,1
2020/9/29,-70,40,1
2020/9/29,-70,60,1
2020/9/29,-80,60,1
2020/9/29,70,80,1
2020/9/29,-70,20,1
2020/9/29,70,60,1
2020/9/29,50,70,1
2020/9/29,30,80,1
2020/9/29,80,60,1
2020/9/29,-30,60,1
2020/9/29,0,20,1
2020/9/29,-80,20,1
2020/9/29,-70,20,1
2020/9/29,-80,60,1
2020/9/29,30,70,1
2020/9/29,0,20,1
2020/9/29,70,80,1
2020/9/29,-50,20,1
2020/9/29,-70,80,1
2020/9/29,50,70,1
2020/9/29,75,60,1
2020/9/29,0,50,1
2020/9/30,70,50,1
2020/9/30,60,80,1
2020/9/30,-80,20,1
2020/9/30,60,20,1
2020/9/30,-80,90,1
2020/9/30,-70,60,1
2020/9/30,10,30,1
2020/9/30,20,60,1
2020/9/30,10,30,1
2020/9/30,0,50,1
2020/9/30,0,30,1
2020/9/30,60,80,1
2020/9/30,60,45,1
2020/9/30,-70,85,1
2020/9/30,-60,20,1
2020/9/30,50,30,1
2020/9/30,50,50,1
2020/9/30,50,70,1
2020/9/30,10,70,1
2020/9/30,10,30,1
2020/9/30,0,50,1
2020/9/30,-70,40,1
2020/9/30,60,65,1
2020/9/30,-80,60,1
2020/9/30,80,90,1
2020/10/1,0,20,1
2020/10/1,0,20,1
2020/10/1,50,80,1
2020/10/3,-60,40,1
2020/10/8,-60,30,1
2020/10/9,0,50,1
2020/10/9,-70,60,1
2020/10/9,60,90,1
2020/10/9,-60,20,1
2020/10/9,60,20,1
2020/10/9,50,30,1
2020/10/9,80,90,1
2020/10/9,70,80,1
2020/10/9,-70,20,1
2020/10/9,-80,60,1
2020/10/10,10,70,1
2020/10/11,-70,20,1
2020/10/11,-50,10,1
2020/10/11,75,50,1
2020/10/11,80,70,1
2020/10/12,0,20,1
2020/10/12,-30,50,1
2020/10/12,-75,50,1
2020/10/12,70,90,1
2020/10/12,30,70,1
2020/10/12,10,50,1
2020/10/12,70,60,1
2020/10/12,-80,20,1
2020/10/12,-60,80,1
2020/10/12,-70,30,1
2020/10/12,-70,80,1
2020/10/12,60,80,1
2020/10/12,60,70,1
2020/10/12,-40,60,1
2020/10/12,20,50,1
2020/10/12,-70,80,1
2020/10/12,0,20,1
2020/10/12,0,20,1
2020/10/12,0,20,1
2020/10/12,60,70,1
2020/10/12,-80,70,1
2020/10/13,-80,20,1
2020/10/13,0,20,1
2020/10/13,0,10,1
2020/10/13,-70,40,1
2020/10/13,-80,40,1
2020/10/13,60,80,1
2020/10/13,-70,20,1
2020/10/13,70,80,1
2020/10/13,-20,40,1
2020/10/13,70,80,1
2020/10/13,50,0,1
2020/10/13,40,70,1
2020/10/13,-80,50,1
2020/10/13,10,20,1
2020/10/13,-80,20,1
2020/10/13,-80,70,1
2020/10/13,50,20,1
2020/10/13,50,30,1
2020/10/13,60,80,1
2020/10/13,80,60,1
2020/10/13,-100,0,1
2020/10/13,5,40,1
2020/10/13,-90,20,1
2020/10/13,-30,60,1
2020/10/13,-50,70,1
2020/10/14,70,90,1
2020/10/14,-80,70,1
2020/10/14,10,80,1
2020/10/14,-30,20,1
2020/10/14,-70,80,1
2020/10/14,50,10,1
2020/10/14,-70,20,1
2020/10/14,20,50,1
2020/10/14,0,80,1
2020/10/14,-90,40,1
2020/10/14,80,90,1
2020/10/14,-60,20,1
2020/10/15,-80,60,1
2020/10/15,80,90,1
2020/10/15,5,85,1
2020/10/15,-80,10,1
2020/10/15,65,80,1
2020/10/15,-75,60,1
2020/10/15,0,20,1
2020/10/15,15,30,1
2020/10/15,60,20,1
2020/10/15,50,20,1
2020/10/15,80,90,1
2020/10/16,-20,10,1
