date,score,Sentiment score,Relatedness
2020/5/12,7,10,70
2020/5/12,0,60,80
2020/5/12,0,50,60
2020/5/12,2,30,20
2020/5/12,0,60,80
2020/5/12,3,-70,80
2020/5/12,0,80,90
2020/5/12,0,-60,30
2020/5/12,0,20,30
2020/5/12,4,50,75
2020/5/12,2,70,90
2020/5/13,3,-80,90
2020/5/13,1,-50,20
2020/5/13,0,-80,60
2020/5/13,16,10,70
2020/5/13,8,70,80
2020/5/13,15,-80,70
2020/5/13,8,-50,70
2020/5/13,5,80,60
2020/5/13,2,-50,30
2020/5/13,11,-80,60
2020/5/13,6,30,70
2020/5/13,1,40,60
2020/5/13,5,70,50
2020/5/13,10,65,80
2020/5/13,3,75,90
2020/5/13,0,-70,20
2020/5/13,3,-70,80
2020/5/13,2,-75,10
2020/5/13,9,-5,60
2020/5/13,9,-70,80
2020/5/13,1,70,80
2020/5/13,2,75,90
2020/5/13,10,-75,80
2020/5/13,2,40,70
2020/5/13,5,30,70
2020/5/13,2,80,90
2020/5/13,5,-70,80
2020/5/13,14,60,70
2020/5/13,2,70,80
2020/5/13,1,20,50
2020/5/13,0,70,50
2020/5/13,0,75,85
2020/5/13,1,75,90
2020/5/13,0,-20,40
2020/5/13,1,-30,60
2020/5/13,2,-80,60
2020/5/13,6,-70,85
2020/5/13,1,-40,60
2020/5/13,2,90,70
2020/5/13,0,-60,70
2020/5/13,7,-80,60
2020/5/13,0,65,55
2020/5/13,2,10,70
2020/5/13,1,-80,60
2020/5/13,1,70,90
2020/5/13,1,-10,20
2020/5/13,0,20,80
2020/5/13,0,10,60
2020/5/13,1,30,50
2020/5/13,1,60,30
2020/5/13,1,50,80
2020/5/13,0,-70,40
2020/5/13,4,-80,60
2020/5/13,0,-70,50
2020/5/13,0,-70,60
2020/5/13,0,-70,60
2020/5/13,4,5,70
2020/5/13,0,0,70
2020/5/13,1,-40,20
2020/5/13,0,-70,30
2020/5/13,16,75,90
2020/5/13,6,70,20
2020/5/13,0,50,70
2020/5/13,1,-20,10
2020/5/13,0,60,70
2020/5/13,6,70,90
2020/5/13,4,75,30
2020/5/13,4,70,80
2020/5/13,7,-70,30
2020/5/13,1,70,85
2020/5/13,2,10,50
2020/5/13,2,-60,70
2020/5/13,2,20,60
2020/5/13,0,-20,60
2020/5/13,3,70,60
2020/5/13,0,-70,80
2020/5/13,1,-50,70
2020/5/14,3,65,80
2020/5/14,5,-70,60
2020/5/14,3,50,70
2020/5/14,0,5,70
2020/5/14,7,-85,20
2020/5/14,3,-70,20
2020/5/14,1,65,90
2020/5/14,1,-25,75
2020/5/14,2,80,90
2020/5/14,1,-80,60
2020/5/14,3,40,70
2020/5/14,3,75,90
2020/5/14,7,-70,80
2020/5/14,1,-85,70
2020/5/14,2,70,80
2020/5/14,8,-70,80
2020/5/14,7,-70,60
2020/5/14,6,70,50
2020/5/14,3,60,70
2020/5/14,12,50,70
2020/5/14,2,-10,20
2020/5/14,10,-70,40
2020/5/14,4,-85,90
2020/5/14,17,50,30
2020/5/14,8,50,70
2020/5/14,3,-50,60
2020/5/14,13,-75,50
2020/5/14,0,20,80
2020/5/14,8,-60,80
2020/5/14,4,70,85
2020/5/14,4,50,70
2020/5/14,0,50,20
2020/5/14,0,10,50
2020/5/14,5,40,60
2020/5/14,9,-70,80
2020/5/14,2,-70,60
2020/5/14,8,-70,30
2020/5/14,1,55,70
2020/5/14,5,-70,50
2020/5/14,3,80,90
2020/5/14,4,70,90
2020/5/14,1,-60,30
2020/5/14,7,70,90
2020/5/14,0,-70,30
2020/5/14,3,60,80
2020/5/14,6,70,80
2020/5/14,5,70,80
2020/5/14,2,60,80
2020/5/14,2,20,60
2020/5/14,8,-70,85
2020/5/14,0,-70,20
2020/5/14,3,20,80
2020/5/14,0,20,60
2020/5/14,0,-70,30
2020/5/14,2,15,60
2020/5/14,2,-60,85
2020/5/14,0,-10,75
2020/5/14,2,-10,50
2020/5/14,0,-50,70
2020/5/14,0,65,75
2020/5/14,1,-30,40
2020/5/14,1,70,85
2020/5/14,1,70,85
2020/5/14,0,-70,80
2020/5/14,1,70,85
2020/5/14,0,40,75
2020/5/14,2,50,60
2020/5/14,2,-50,20
2020/5/14,4,-60,80
2020/5/14,0,40,70
2020/5/14,1,10,30
2020/5/14,0,-70,30
2020/5/14,0,-75,60
2020/5/14,8,-70,40
2020/5/14,0,30,70
2020/5/14,0,-70,60
2020/5/14,1,-70,20
2020/5/14,13,-75,40
2020/5/14,6,-80,10
2020/5/14,0,-70,50
2020/5/14,1,10,70
2020/5/14,9,20,60
2020/5/14,5,60,80
2020/5/14,2,70,90
2020/5/14,0,10,30
2020/5/14,16,-40,75
2020/5/14,0,20,60
2020/5/14,10,-20,35
2020/5/14,2,-60,30
2020/5/14,14,-80,95
2020/5/14,4,-10,60
2020/5/14,4,-50,40
2020/5/14,4,70,80
2020/5/14,1,-40,70
2020/5/14,3,50,10
2020/5/14,3,20,60
2020/5/14,2,-60,40
2020/5/14,0,-10,50
2020/5/15,8,90,70
2020/5/15,0,-80,60
2020/5/15,12,60,30
2020/5/15,19,-70,60
2020/5/15,0,65,70
2020/5/15,0,-60,20
2020/5/15,8,60,80
2020/5/15,3,20,60
2020/5/15,3,-10,70
2020/5/15,3,60,30
2020/5/15,0,20,30
2020/5/15,1,-30,40
2020/5/15,1,60,80
2020/5/15,2,-50,30
2020/5/15,0,60,80
2020/5/15,1,65,70
2020/5/15,13,-65,80
2020/5/15,2,-10,80
2020/5/15,0,-70,60
2020/5/15,4,-80,20
2020/5/15,4,-30,70
2020/5/15,2,-30,60
2020/5/15,0,65,75
2020/5/15,3,30,80
2020/5/15,14,-60,40
2020/5/15,0,50,80
2020/5/15,2,10,20
2020/5/15,1,60,70
2020/5/15,5,80,90
2020/5/15,1,70,60
2020/5/15,0,50,70
2020/5/15,8,-70,60
2020/5/15,5,50,60
2020/5/15,6,70,90
2020/5/15,18,30,50
2020/5/15,0,10,30
2020/5/15,3,60,75
2020/5/15,0,-60,30
2020/5/15,11,10,30
2020/5/15,2,-60,80
2020/5/15,6,-50,20
2020/5/15,3,-70,40
2020/5/15,1,30,60
2020/5/15,1,-70,60
2020/5/15,7,-70,60
2020/5/15,5,10,5
2020/5/15,0,-30,70
2020/5/15,0,10,70
2020/5/15,2,-10,40
2020/5/15,4,10,70
2020/5/15,1,70,85
2020/5/15,4,-10,70
2020/5/15,0,70,60
2020/5/15,3,20,65
2020/5/15,1,70,50
2020/5/15,0,10,30
2020/5/15,2,70,90
2020/5/15,0,-60,80
2020/5/15,0,-65,75
2020/5/15,8,-80,90
2020/5/15,0,-40,70
2020/5/15,0,50,30
2020/5/15,1,-70,60
2020/5/15,0,10,70
2020/5/15,0,50,80
2020/5/15,3,50,70
2020/5/15,0,60,50
2020/5/15,3,35,75
2020/5/15,11,80,90
2020/5/15,0,-15,50
2020/5/15,11,-70,80
2020/5/15,2,75,80
2020/5/15,1,50,30
2020/5/15,2,-20,40
2020/5/15,7,70,80
2020/5/15,6,-70,30
2020/5/15,2,-60,75
2020/5/15,2,10,5
2020/5/15,3,-20,60
2020/5/15,0,-80,60
2020/5/15,1,80,45
2020/5/15,0,-50,70
2020/5/15,0,-70,50
2020/5/15,2,-20,60
2020/5/15,0,60,80
2020/5/15,0,-30,70
2020/5/15,0,-70,85
2020/5/15,0,10,40
2020/5/15,0,60,80
2020/5/15,6,-70,40
2020/5/15,0,50,70
2020/5/15,5,-80,70
2020/5/15,2,10,30
2020/5/15,0,-70,80
2020/5/15,1,-70,60
2020/5/15,0,10,70
2020/5/15,4,60,90
2020/5/15,1,-10,70
2020/5/15,2,50,75
2020/5/16,2,10,20
2020/5/16,12,80,70
2020/5/16,4,75,80
2020/5/16,9,30,50
2020/5/16,5,20,70
2020/5/16,13,-95,90
2020/5/16,14,-70,60
2020/5/16,6,50,20
2020/5/16,1,-40,65
2020/5/16,1,-80,70
2020/5/16,1,-75,50
2020/5/16,12,30,70
2020/5/16,2,40,60
2020/5/16,7,75,90
2020/5/16,1,70,85
2020/5/16,3,-55,70
2020/5/16,21,65,20
2020/5/16,1,20,60
2020/5/16,3,85,70
2020/5/16,2,40,80
2020/5/16,2,20,60
2020/5/16,0,-30,60
2020/5/16,0,-70,50
2020/5/16,1,10,40
2020/5/16,21,85,90
2020/5/16,7,75,90
2020/5/16,4,40,70
2020/5/16,1,75,90
2020/5/16,6,-70,50
2020/5/16,5,70,85
2020/5/16,0,-75,25
2020/5/16,10,50,20
2020/5/16,2,60,70
2020/5/16,0,75,90
2020/5/16,8,-60,20
2020/5/16,1,-30,40
2020/5/16,1,70,85
2020/5/16,0,70,60
2020/5/16,6,-50,30
2020/5/16,1,-70,20
2020/5/16,0,60,85
2020/5/16,2,10,20
2020/5/16,0,-85,70
2020/5/16,4,-20,70
2020/5/16,3,60,40
2020/5/16,14,65,85
2020/5/16,6,-70,20
2020/5/16,0,-80,50
2020/5/16,3,60,70
2020/5/16,8,0,10
2020/5/16,1,-50,70
2020/5/16,17,-80,75
2020/5/16,0,10,20
2020/5/16,0,-70,40
2020/5/16,1,-70,60
2020/5/16,2,20,60
2020/5/16,2,-85,60
2020/5/16,5,-80,90
2020/5/16,11,70,90
2020/5/16,1,10,30
2020/5/16,7,-75,90
2020/5/16,0,60,20
2020/5/16,2,-80,25
2020/5/16,0,75,80
2020/5/16,2,60,70
2020/5/16,9,-60,70
2020/5/16,2,-20,65
2020/5/16,10,-50,20
2020/5/16,14,75,80
2020/5/16,4,70,60
2020/5/16,17,-70,60
2020/5/16,4,50,70
2020/5/16,6,80,90
2020/5/16,12,75,60
2020/5/17,8,75,90
2020/5/17,14,60,80
2020/5/17,17,-60,80
2020/5/17,2,-80,60
2020/5/17,0,-20,60
2020/5/17,10,80,95
2020/5/17,16,-30,60
2020/5/17,7,20,60
2020/5/17,5,-70,85
2020/5/17,9,-20,70
2020/5/17,0,20,50
2020/5/17,2,60,80
2020/5/17,0,50,70
2020/5/17,4,-80,30
2020/5/17,7,-30,60
2020/5/17,1,20,75
2020/5/17,1,20,75
2020/5/17,4,-60,75
2020/5/17,1,-20,60
2020/5/17,5,-80,60
2020/5/17,6,70,80
2020/5/17,2,-70,90
2020/5/17,6,0,20
2020/5/17,2,-70,90
2020/5/17,2,-70,30
2020/5/17,1,20,40
2020/5/17,11,-30,60
2020/5/17,0,-20,70
2020/5/17,6,-75,90
2020/5/17,3,60,80
2020/5/17,0,-70,85
2020/5/17,5,-70,20
2020/5/17,1,10,70
2020/5/17,2,-10,60
2020/5/17,5,60,80
2020/5/17,0,-20,60
2020/5/17,14,74,88
2020/5/17,0,20,60
2020/5/17,6,60,70
2020/5/17,6,-25,60
2020/5/17,1,40,60
2020/5/17,0,-70,20
2020/5/17,1,-50,80
2020/5/17,7,-70,45
2020/5/17,0,20,15
2020/5/17,11,-80,50
2020/5/17,10,60,80
2020/5/17,7,70,85
2020/5/17,0,-20,70
2020/5/17,1,85,90
2020/5/17,0,60,80
2020/5/17,4,20,70
2020/5/17,0,-10,5
2020/5/17,0,-40,70
2020/5/17,4,70,30
2020/5/17,5,-20,70
2020/5/17,0,70,85
2020/5/17,4,60,80
2020/5/17,2,10,70
2020/5/17,0,-70,60
2020/5/17,0,-70,40
2020/5/17,0,10,60
2020/5/17,23,50,20
2020/5/17,0,45,65
2020/5/17,16,75,80
2020/5/17,6,-60,80
2020/5/17,0,80,70
2020/5/17,6,50,80
2020/5/17,2,20,80
2020/5/17,0,0,75
2020/5/17,0,-80,65
2020/5/17,5,20,80
2020/5/17,0,60,80
2020/5/17,1,50,20
2020/5/18,10,-80,95
2020/5/18,0,70,80
2020/5/18,2,10,20
2020/5/18,0,-40,20
2020/5/18,17,-85,50
2020/5/18,19,-60,70
2020/5/18,11,-75,40
2020/5/18,5,-10,70
2020/5/18,3,45,70
2020/5/18,12,80,70
2020/5/18,10,-70,80
2020/5/18,15,-60,20
2020/5/18,0,-70,80
2020/5/18,0,75,80
2020/5/18,10,70,80
2020/5/18,0,10,50
2020/5/18,2,20,60
2020/5/18,10,65,80
2020/5/18,17,-60,70
2020/5/18,6,-70,20
2020/5/18,6,5,75
2020/5/18,0,70,60
2020/5/18,3,40,60
2020/5/18,12,55,70
2020/5/18,7,5,20
2020/5/18,6,20,30
2020/5/18,0,10,20
2020/5/18,9,10,60
2020/5/18,7,60,80
2020/5/18,5,70,80
2020/5/18,0,75,90
2020/5/18,1,-70,20
2020/5/18,3,70,80
2020/5/18,7,-70,75
2020/5/18,7,70,85
2020/5/18,1,50,30
2020/5/18,13,80,90
2020/5/18,2,75,80
2020/5/18,7,75,90
2020/5/18,3,-40,60
2020/5/18,4,80,60
2020/5/18,10,-70,80
2020/5/18,0,-60,40
2020/5/18,4,10,60
2020/5/18,1,75,90
2020/5/18,0,70,90
2020/5/18,2,-20,30
2020/5/18,1,30,70
2020/5/18,2,10,60
2020/5/18,7,-60,70
2020/5/18,4,0,50
2020/5/18,1,60,80
2020/5/18,0,75,50
2020/5/18,2,60,70
2020/5/18,6,-60,20
2020/5/18,10,-40,60
2020/5/18,0,-40,60
2020/5/18,6,40,60
2020/5/18,0,-60,45
2020/5/18,9,-65,75
2020/5/18,0,-70,80
2020/5/18,0,-80,60
2020/5/18,1,-50,30
2020/5/18,3,-70,30
2020/5/18,5,-60,10
2020/5/18,0,30,50
2020/5/18,5,35,10
2020/5/18,0,-70,40
2020/5/18,5,-70,20
2020/5/18,21,-20,70
2020/5/18,0,-60,30
2020/5/18,0,-75,80
2020/5/18,0,20,30
2020/5/18,0,-40,60
2020/5/18,5,60,80
2020/5/18,17,70,60
2020/5/18,0,30,65
2020/5/18,11,62,78
2020/5/18,1,-75,50
2020/5/18,10,75,85
2020/5/18,2,70,80
2020/5/18,1,-70,50
2020/5/18,0,-80,75
2020/5/18,5,75,80
2020/5/18,3,-50,20
2020/5/18,11,-45,55
2020/5/18,1,-70,50
2020/5/18,2,-75,70
2020/5/18,3,-70,75
2020/5/18,8,75,80
2020/5/18,0,-10,70
2020/5/18,0,-60,30
2020/5/18,12,75,70
2020/5/18,3,45,60
2020/5/18,1,-30,60
2020/5/18,6,40,60
2020/5/18,7,20,70
2020/5/18,2,-15,70
2020/5/18,1,25,50
2020/5/18,6,10,60
2020/5/18,1,30,60
2020/5/18,7,10,40
2020/5/18,0,60,40
2020/5/18,0,65,80
2020/5/18,0,65,80
2020/5/18,7,0,80
2020/5/18,7,-70,50
2020/5/18,0,-20,30
2020/5/18,1,-70,80
2020/5/18,0,60,70
2020/5/18,2,20,60
2020/5/18,4,60,40
2020/5/18,7,0,20
2020/5/18,0,60,70
2020/5/18,1,60,40
2020/5/18,1,-40,70
2020/5/18,10,70,60
2020/5/18,3,40,70
2020/5/18,7,-15,70
2020/5/18,35,-70,90
2020/5/18,10,2,25
2020/5/18,0,-60,75
2020/5/18,5,60,40
2020/5/18,8,60,40
2020/5/18,4,75,50
2020/5/18,3,60,80
2020/5/18,4,60,70
2020/5/18,5,80,90
2020/5/18,1,60,75
2020/5/18,0,-60,45
2020/5/18,1,-15,45
2020/5/18,4,60,75
2020/5/18,3,-10,40
2020/5/18,1,50,30
2020/5/18,4,-15,70
2020/5/18,2,10,70
2020/5/18,3,-55,30
2020/5/18,2,60,80
2020/5/18,1,65,75
2020/5/18,3,70,60
2020/5/18,1,40,65
2020/5/18,0,0,20
2020/5/18,3,10,70
2020/5/18,0,-70,60
2020/5/18,1,-60,20
2020/5/18,0,75,60
2020/5/18,1,70,80
2020/5/18,0,-10,30
2020/5/18,0,20,10
2020/5/18,1,70,85
2020/5/18,11,-60,30
2020/5/19,11,-20,60
2020/5/19,1,80,50
2020/5/19,0,-70,80
2020/5/19,6,10,70
2020/5/19,2,-60,80
2020/5/19,8,-60,20
2020/5/19,10,-80,60
2020/5/19,15,65,85
2020/5/19,3,-40,30
2020/5/19,6,7,75
2020/5/19,0,-45,60
2020/5/19,16,-80,70
2020/5/19,1,-70,60
2020/5/19,2,-45,75
2020/5/19,9,75,85
2020/5/19,0,10,70
2020/5/19,0,-65,80
2020/5/19,0,-30,20
2020/5/19,0,-70,30
2020/5/19,5,80,70
2020/5/19,10,-40,70
2020/5/19,17,20,70
2020/5/19,11,60,80
2020/5/19,7,20,60
2020/5/19,1,70,80
2020/5/19,1,10,20
2020/5/19,1,70,90
2020/5/19,1,-30,10
2020/5/19,7,-30,20
2020/5/19,2,-30,60
2020/5/19,7,70,80
2020/5/19,2,-40,70
2020/5/19,16,-60,80
2020/5/19,5,50,20
2020/5/19,1,-80,20
2020/5/19,1,20,30
2020/5/19,1,-10,20
2020/5/19,0,60,30
2020/5/19,0,-10,45
2020/5/19,1,-5,20
2020/5/19,4,75,90
2020/5/19,0,20,60
2020/5/19,5,-20,60
2020/5/19,1,-50,10
2020/5/19,0,30,70
2020/5/19,2,10,20
2020/5/19,0,-10,20
2020/5/19,1,10,60
2020/5/19,5,70,85
2020/5/19,0,-20,50
2020/5/19,0,-35,20
2020/5/19,1,60,70
2020/5/19,3,-80,70
2020/5/19,6,-65,90
2020/5/19,1,80,70
2020/5/19,2,30,70
2020/5/19,3,80,60
2020/5/19,0,30,75
2020/5/19,17,-70,90
2020/5/19,0,-20,60
2020/5/19,4,-70,50
2020/5/19,1,-50,70
2020/5/19,0,-60,80
2020/5/19,1,-60,80
2020/5/19,5,5,20
2020/5/19,2,60,85
2020/5/19,3,55,75
2020/5/19,4,80,90
2020/5/19,5,-60,80
2020/5/19,13,-65,40
2020/5/19,12,90,80
2020/5/19,8,60,70
2020/5/19,7,60,80
2020/5/19,7,-10,60
2020/5/19,1,80,90
2020/5/19,3,30,60
2020/5/19,0,70,80
2020/5/19,0,60,40
2020/5/19,7,75,60
2020/5/19,1,75,90
2020/5/19,3,-80,60
2020/5/19,0,80,90
2020/5/19,2,65,90
2020/5/19,1,-40,15
2020/5/19,0,65,50
2020/5/19,6,30,70
2020/5/20,3,80,90
2020/5/20,3,-60,40
2020/5/20,7,70,80
2020/5/20,2,70,60
2020/5/20,1,50,70
2020/5/20,9,-75,70
2020/5/20,8,-60,70
2020/5/20,16,-90,85
2020/5/20,5,65,45
2020/5/20,10,20,60
2020/5/20,2,80,60
2020/5/20,3,-75,40
2020/5/20,16,75,90
2020/5/20,0,50,60
2020/5/20,3,10,30
2020/5/20,7,-70,80
2020/5/20,5,-85,70
2020/5/20,4,-70,40
2020/5/20,0,-80,70
2020/5/20,0,-50,40
2020/5/20,11,-10,20
2020/5/20,0,-60,20
2020/5/20,9,-80,20
2020/5/20,5,50,30
2020/5/20,4,-30,60
2020/5/20,7,50,20
2020/5/20,4,20,60
2020/5/20,2,65,80
2020/5/20,6,-10,75
2020/5/20,7,-30,80
2020/5/20,2,80,10
2020/5/20,2,60,20
2020/5/20,2,70,20
2020/5/20,0,30,40
2020/5/20,5,-70,30
2020/5/20,0,70,50
2020/5/20,9,50,70
2020/5/20,5,-20,40
2020/5/20,16,60,80
2020/5/20,0,50,60
2020/5/20,5,0,20
2020/5/20,0,50,75
2020/5/20,0,-20,30
2020/5/20,4,70,20
2020/5/20,3,75,65
2020/5/20,1,-70,80
2020/5/20,3,70,60
2020/5/20,0,-30,60
2020/5/20,1,-30,50
2020/5/20,2,-60,40
2020/5/20,0,60,80
2020/5/20,4,60,80
2020/5/20,0,-60,80
2020/5/20,0,70,60
2020/5/20,11,20,70
2020/5/20,0,80,90
2020/5/20,0,-65,35
2020/5/20,20,55,70
2020/5/20,15,0,20
2020/5/20,0,70,85
2020/5/20,0,-60,30
2020/5/20,0,-80,20
2020/5/20,6,-20,30
2020/5/20,1,-70,80
2020/5/20,2,5,15
2020/5/20,1,-70,80
2020/5/20,0,-35,10
2020/5/20,4,70,40
2020/5/20,6,10,80
2020/5/20,2,80,90
2020/5/20,7,-60,25
2020/5/20,0,75,90
2020/5/20,0,-70,50
2020/5/20,2,-50,20
2020/5/20,1,40,60
2020/5/20,0,-70,80
2020/5/20,0,60,80
2020/5/20,0,70,75
2020/5/20,2,20,60
2020/5/20,9,-70,60
2020/5/20,0,-40,70
2020/5/20,0,-10,30
2020/5/20,9,-80,10
2020/5/20,1,60,80
2020/5/20,7,60,70
2020/5/20,7,-10,65
2020/5/20,0,15,60
2020/5/20,5,-60,40
2020/5/20,0,-10,70
2020/5/20,7,-75,20
2020/5/20,8,60,70
2020/5/20,0,60,40
2020/5/20,1,10,30
2020/5/20,1,-40,60
2020/5/20,5,-60,30
2020/5/20,5,20,10
2020/5/20,0,15,60
2020/5/21,0,-75,30
2020/5/21,0,-70,80
2020/5/21,2,70,85
2020/5/21,5,60,70
2020/5/21,12,60,80
2020/5/21,9,-60,40
2020/5/21,2,-15,60
2020/5/21,1,10,60
2020/5/21,10,-10,75
2020/5/21,0,25,50
2020/5/21,14,70,90
2020/5/21,12,10,30
2020/5/21,10,-80,20
2020/5/21,3,70,20
2020/5/21,6,-70,80
2020/5/21,2,-80,60
2020/5/21,1,-50,70
2020/5/21,16,70,90
2020/5/21,7,-20,70
2020/5/21,0,70,50
2020/5/21,6,65,80
2020/5/21,6,70,90
2020/5/21,2,70,60
2020/5/21,0,-70,60
2020/5/21,6,-70,30
2020/5/21,11,80,70
2020/5/21,0,-70,50
2020/5/21,7,10,70
2020/5/21,0,-70,85
2020/5/21,6,40,60
2020/5/21,1,-20,60
2020/5/21,0,-60,70
2020/5/21,0,-70,50
2020/5/21,2,60,70
2020/5/21,0,-75,80
2020/5/21,4,75,90
2020/5/21,0,-70,30
2020/5/21,1,35,80
2020/5/21,0,70,60
2020/5/21,1,10,70
2020/5/21,0,60,80
2020/5/21,2,-60,50
2020/5/21,2,-70,80
2020/5/21,6,70,80
2020/5/21,9,-70,20
2020/5/21,2,10,70
2020/5/21,4,-20,60
2020/5/21,5,10,60
2020/5/21,0,15,70
2020/5/21,0,50,30
2020/5/21,3,-70,85
2020/5/21,1,-70,80
2020/5/21,4,60,80
2020/5/21,0,5,40
2020/5/21,5,20,60
2020/5/21,0,-60,50
2020/5/21,4,80,90
2020/5/21,1,60,80
2020/5/21,2,-70,60
2020/5/21,0,40,70
2020/5/21,8,-60,10
2020/5/21,1,40,80
2020/5/21,3,-40,60
2020/5/21,4,-30,50
2020/5/21,7,60,70
2020/5/21,3,60,20
2020/5/21,0,80,90
2020/5/21,4,-40,65
2020/5/21,4,75,90
2020/5/21,2,-70,30
2020/5/21,4,-70,50
2020/5/22,1,-70,60
2020/5/22,2,-10,60
2020/5/22,1,-50,20
2020/5/22,1,-70,80
2020/5/22,0,10,40
2020/5/22,0,-70,85
2020/5/22,14,-70,80
2020/5/22,7,80,60
2020/5/22,8,-20,30
2020/5/22,9,80,60
2020/5/22,13,-90,80
2020/5/22,8,10,5
2020/5/22,0,-60,50
2020/5/22,1,15,70
2020/5/22,1,-75,90
2020/5/22,0,45,75
2020/5/22,1,-70,60
2020/5/22,0,20,60
2020/5/22,18,10,80
2020/5/22,8,-70,80
2020/5/22,0,-25,40
2020/5/22,9,20,65
2020/5/22,7,90,80
2020/5/22,1,-70,60
2020/5/22,1,-50,60
2020/5/22,0,0,50
2020/5/22,0,-20,50
2020/5/22,2,60,40
2020/5/22,3,20,65
2020/5/22,2,75,65
2020/5/22,1,30,70
2020/5/22,3,-10,60
2020/5/22,2,-10,60
2020/5/22,0,-50,70
2020/5/22,0,20,60
2020/5/22,0,75,20
2020/5/22,2,10,70
2020/5/22,3,75,85
2020/5/22,2,-40,70
2020/5/22,3,70,90
2020/5/22,3,80,90
2020/5/22,4,-80,90
2020/5/22,1,-20,60
2020/5/22,1,10,50
2020/5/22,2,65,75
2020/5/22,6,-50,60
2020/5/22,3,-70,50
2020/5/22,3,40,60
2020/5/22,10,-60,20
2020/5/22,4,60,80
2020/5/22,2,-60,30
2020/5/22,4,15,60
2020/5/22,3,70,80
2020/5/22,4,-90,10
2020/5/22,1,70,80
2020/5/22,0,20,30
2020/5/22,3,-70,80
2020/5/22,1,-60,20
2020/5/22,0,-30,70
2020/5/22,0,-20,70
2020/5/22,0,50,70
2020/5/22,0,30,50
2020/5/22,0,-70,90
2020/5/22,4,-80,70
2020/5/22,0,40,60
2020/5/22,6,-70,20
2020/5/22,7,-85,70
2020/5/22,0,75,70
2020/5/22,3,-10,20
2020/5/22,0,-70,30
2020/5/22,1,25,60
2020/5/22,1,-80,60
2020/5/22,3,90,70
2020/5/22,10,50,70
2020/5/22,3,-80,60
2020/5/22,0,-80,70
2020/5/22,3,50,80
2020/5/22,0,-80,70
2020/5/22,3,-60,20
2020/5/22,1,10,30
2020/5/22,5,30,60
2020/5/22,0,-20,60
2020/5/22,2,60,80
2020/5/22,4,10,70
2020/5/22,4,30,65
2020/5/22,4,-70,40
2020/5/23,0,-30,70
2020/5/23,9,70,80
2020/5/23,0,-30,20
2020/5/23,9,20,70
2020/5/23,0,-20,30
2020/5/23,0,40,80
2020/5/23,6,-80,75
2020/5/23,4,50,20
2020/5/23,0,-70,60
2020/5/23,12,40,80
2020/5/23,2,25,60
2020/5/23,0,70,80
2020/5/23,0,70,50
2020/5/23,1,-55,70
2020/5/23,5,75,90
2020/5/23,10,60,20
2020/5/23,0,25,70
2020/5/23,8,20,10
2020/5/23,4,-70,85
2020/5/23,0,60,80
2020/5/23,8,-20,60
2020/5/23,7,20,60
2020/5/23,3,-70,75
2020/5/23,20,7,55
2020/5/23,9,-30,20
2020/5/23,16,-65,80
2020/5/23,7,-50,20
2020/5/23,0,-30,40
2020/5/23,0,60,70
2020/5/23,0,42,64
2020/5/23,3,-70,60
2020/5/23,4,60,20
2020/5/23,4,-30,70
2020/5/23,2,-60,70
2020/5/23,0,60,70
2020/5/23,1,60,80
2020/5/23,1,-40,70
2020/5/23,0,70,80
2020/5/23,13,-80,90
2020/5/23,0,0,50
2020/5/24,1,-30,50
2020/5/24,2,60,80
2020/5/24,1,20,60
2020/5/24,2,-60,75
2020/5/24,3,-30,40
2020/5/24,3,60,80
2020/5/24,0,-60,70
2020/5/24,0,50,80
2020/5/24,1,-70,60
2020/5/24,2,-20,10
2020/5/24,7,-70,30
2020/5/24,0,10,50
2020/5/24,1,-70,80
2020/5/24,1,-40,60
2020/5/24,2,-70,80
2020/5/24,1,-50,70
2020/5/24,8,-40,85
2020/5/24,17,-70,80
2020/5/24,5,70,80
2020/5/24,9,70,85
2020/5/25,1,-70,75
2020/5/25,5,50,30
2020/5/25,6,-80,90
2020/5/25,15,-60,75
2020/5/25,4,80,70
2020/5/25,0,50,70
2020/5/25,1,-80,90
2020/5/25,5,-80,85
2020/5/25,2,-70,60
2020/5/25,0,-20,60
2020/5/25,0,30,60
2020/5/25,2,-40,50
2020/5/25,1,-60,80
2020/5/25,5,10,60
2020/5/25,0,-70,60
2020/5/25,3,80,70
2020/5/25,3,10,80
2020/5/25,6,30,80
2020/5/25,0,10,80
2020/5/25,0,10,70
2020/5/25,0,-80,60
2020/5/25,3,-70,80
2020/5/25,0,60,80
2020/5/25,1,-60,20
2020/5/25,0,-50,40
2020/5/25,5,-70,90
2020/5/25,0,0,10
2020/5/25,7,-60,85
2020/5/25,2,0,75
2020/5/25,1,40,75
2020/5/25,7,20,70
2020/5/25,5,-80,85
2020/5/25,1,15,70
2020/5/25,5,60,30
2020/5/25,2,10,70
2020/5/25,0,-50,70
2020/5/25,10,-70,80
2020/5/25,4,-20,70
2020/5/25,7,-70,30
2020/5/25,1,-80,70
2020/5/25,7,70,90
2020/5/25,0,50,80
2020/5/25,0,-70,50
2020/5/25,1,-70,60
2020/5/25,0,70,85
2020/5/25,0,50,30
2020/5/25,8,10,40
2020/5/25,12,-60,20
2020/5/25,3,-10,20
2020/5/25,1,-60,40
2020/5/25,0,50,70
2020/5/25,4,-50,40
2020/5/25,0,40,70
2020/5/25,8,70,90
