date,Response
2020-03-24 14:55:00,"Sentiment score: -70
Relatedness: 20"
2020-03-24 14:57:00,"Sentiment score: 50
Relatedness: 70"
2020-03-24 15:09:00,"Sentiment score: 80
Relatedness: 10"
2020-03-24 15:09:00,"Sentiment score: 10
Relatedness: 60"
2020-03-24 15:37:00,"Sentiment score: 0
Relatedness: 20"
2020-03-24 15:43:00,"Sentiment score: -70
Relatedness: 60"
2020-03-24 15:44:00,"Sentiment score: 0
Relatedness: 30"
2020-03-24 18:06:00,"Sentiment score: 70
Relatedness: 50"
2020-03-24 18:19:00,"Sentiment score: -70
Relatedness: 30"
2020-03-24 19:04:00,"Sentiment score: 50
Relatedness: 75"
2020-03-24 19:46:00,"Sentiment score: 50
Relatedness: 75"
2020-03-24 20:03:00,"Sentiment score: -70
Relatedness: 20"
2020-03-24 20:11:00,"Sentiment score: 40
Relatedness: 60"
2020-03-24 20:12:00,"Sentiment score: -70
Relatedness: 20"
2020-03-24 20:23:00,"Sentiment score: -40
Relatedness: 80"
2020-03-24 20:23:00,"Sentiment score: 5
Relatedness: 80"
2020-03-24 20:25:00,"Sentiment score: -70
Relatedness: 60"
2020-03-24 20:29:00,"Sentiment score: -80
Relatedness: 20"
2020-03-24 20:32:00,"Sentiment score: 10
Relatedness: 80"
2020-03-24 20:41:00,"Sentiment score: -70
Relatedness: 85"
2020-03-24 20:43:00,"Sentiment score: 65
Relatedness: 20"
2020-03-24 20:44:00,"Sentiment score: -60
Relatedness: 20"
2020-03-24 20:44:00,"Sentiment score: 0
Relatedness: 20"
2020-03-24 20:55:00,"Sentiment score: 0
Relatedness: 10"
2020-03-24 21:19:00,"Sentiment score: 20
Relatedness: 70"
2020-03-24 21:21:00,"Sentiment score: -80
Relatedness: 20"
2020-03-24 21:23:00,"Sentiment score: -80
Relatedness: 20"
2020-03-24 21:28:00,"Sentiment score: 20
Relatedness: 60"
2020-03-24 21:54:00,"Sentiment score: -60
Relatedness: 30"
2020-03-24 22:16:00,"Sentiment score: 50
Relatedness: 30"
2020-03-24 22:19:00,"Sentiment score: -70
Relatedness: 40"
2020-03-24 22:22:00,"Sentiment score: -70
Relatedness: 60"
2020-03-24 22:35:00,"Sentiment score: -20
Relatedness: 60"
2020-03-24 22:37:00,"Sentiment score: -40
Relatedness: 70"
2020-03-24 22:39:00,"Sentiment score: 50
Relatedness: 20"
2020-03-24 23:29:00,"Sentiment score: -90
Relatedness: 20"
2020-03-24 23:36:00,"Sentiment score: 80
Relatedness: 90"
2020-03-24 23:37:00,"Sentiment score: -80
Relatedness: 70"
2020-03-24 23:40:00,"Sentiment score: -70
Relatedness: 80"
2020-03-24 23:44:00,"Sentiment score: 0
Relatedness: 40"
2020-03-24 23:56:00,"Sentiment score: -30
Relatedness: 20"
2020-03-25 00:22:00,"Sentiment score: 10
Relatedness: 20"
2020-03-25 00:25:00,"Sentiment score: 20
Relatedness: 30"
2020-03-25 01:19:00,"Sentiment score: 0
Relatedness: 10"
2020-03-25 06:26:00,"Sentiment score: -85
Relatedness: 20"
2020-03-25 06:54:00,"Sentiment score: -70
Relatedness: 85"
2020-03-25 08:38:00,"Sentiment score: -80
Relatedness: 70"
2020-03-25 08:41:00,"Sentiment score: -80
Relatedness: 20"
2020-03-25 09:14:00,"Sentiment score: -70
Relatedness: 60"
2020-03-25 09:21:00,"Sentiment score: 10
Relatedness: 20"
2020-03-25 09:25:00,"Sentiment score: 50
Relatedness: 30"
2020-03-25 09:41:00,"Sentiment score: 0
Relatedness: 20"
2020-03-25 09:43:00,"Sentiment score: 70
Relatedness: 85"
2020-03-25 09:48:00,"Sentiment score: 30
Relatedness: 20"
2020-03-25 09:53:00,"Sentiment score: 20
Relatedness: 50"
2020-03-25 09:54:00,"Sentiment score: -60
Relatedness: 20"
2020-03-25 10:00:00,"Sentiment score: 40
Relatedness: 60"
2020-03-25 10:01:00,"Sentiment score: 50
Relatedness: 80"
2020-03-25 10:12:00,"Sentiment score: -80
Relatedness: 20"
2020-03-25 10:14:00,"Sentiment score: -10
Relatedness: 60"
2020-03-25 10:18:00,"Sentiment score: -60
Relatedness: 20"
2020-03-25 10:22:00,"Sentiment score: 0
Relatedness: 20"
2020-03-25 10:22:00,"Sentiment score: 80
Relatedness: 90"
2020-03-25 10:26:00,"Sentiment score: 20
Relatedness: 10"
2020-03-25 10:35:00,"Sentiment score: 0
Relatedness: 30"
2020-03-25 10:36:00,"Sentiment score: 0
Relatedness: 10"
2020-03-25 10:41:00,"Sentiment score: 80
Relatedness: 90"
2020-03-25 10:52:00,"Sentiment score: -70
Relatedness: 30"
2020-03-25 11:05:00,"Sentiment score: 0
Relatedness: 10"
2020-03-25 11:10:00,"Sentiment score: 25
Relatedness: 70"
2020-03-25 11:19:00,"Sentiment score: 70
Relatedness: 80"
2020-03-25 11:37:00,"Sentiment score: 10
Relatedness: 80"
2020-03-25 11:41:00,"Sentiment score: -50
Relatedness: 60"
2020-03-25 11:59:00,"Sentiment score: 70
Relatedness: 80"
2020-03-25 12:03:00,"Sentiment score: -70
Relatedness: 90"
2020-03-25 12:39:00,"Sentiment score: -60
Relatedness: 50"
2020-03-25 13:17:00,"Sentiment score: 80
Relatedness: 60"
2020-03-25 13:18:00,"Sentiment score: 10
Relatedness: 20"
2020-03-25 13:28:00,"Sentiment score: 0
Relatedness: 50"
2020-03-25 13:39:00,"Sentiment score: 70
Relatedness: 85"
2020-03-25 13:46:00,"Sentiment score: -80
Relatedness: 40"
2020-03-25 13:47:00,"Sentiment score: -20
Relatedness: 10"
2020-03-25 13:51:00,"Sentiment score: 70
Relatedness: 80"
2020-03-25 14:30:00,"Sentiment score: -60
Relatedness: 80"
2020-03-25 14:30:00,"Sentiment score: -70
Relatedness: 20"
2020-03-25 14:34:00,"Sentiment score: 70
Relatedness: 90"
2020-03-25 14:38:00,"Sentiment score: 50
Relatedness: 70"
2020-03-25 14:46:00,"Sentiment score: -50
Relatedness: 60"
2020-03-25 14:54:00,"Sentiment score: -50
Relatedness: 20"
2020-03-25 14:59:00,"Sentiment score: 0
Relatedness: 20"
2020-03-25 15:05:00,"Sentiment score: 80
Relatedness: 60"
2020-03-25 15:06:00,"Sentiment score: 10
Relatedness: 50"
2020-03-25 15:08:00,"Sentiment score: -70
Relatedness: 50"
2020-03-25 15:10:00,"Sentiment score: -70
Relatedness: 30"
2020-03-25 15:30:00,"Sentiment score: -80
Relatedness: 70"
2020-03-25 15:53:00,"Sentiment score: -70
Relatedness: 80"
2020-03-25 16:19:00,"Sentiment score: -80
Relatedness: 20"
2020-03-25 16:50:00,"Sentiment score: -80
Relatedness: 60"
2020-03-25 16:54:00,"Sentiment score: 50
Relatedness: 30"
2020-03-25 17:50:00,"Sentiment score: 70
Relatedness: 90"
2020-03-25 18:37:00,"Sentiment score: 50
Relatedness: 70"
2020-03-25 18:41:00,"Sentiment score: -80
Relatedness: 30"
2020-03-25 18:53:00,"Sentiment score: 0
Relatedness: 20"
2020-03-25 19:21:00,"Sentiment score: 0
Relatedness: 30"
2020-03-25 19:25:00,"Sentiment score: -80
Relatedness: 50"
2020-03-25 19:38:00,"Sentiment score: -60
Relatedness: 30"
2020-03-25 20:07:00,"Sentiment score: -40
Relatedness: 20"
2020-03-25 20:12:00,"Sentiment score: -30
Relatedness: 60"
2020-03-25 20:15:00,"Sentiment score: -10
Relatedness: 50"
2020-03-25 20:18:00,"Sentiment score: 45
Relatedness: 70"
2020-03-25 20:29:00,"Sentiment score: 10
Relatedness: 30"
2020-03-25 20:37:00,"Sentiment score: 0
Relatedness: 20"
2020-03-25 20:38:00,"Sentiment score: 80
Relatedness: 90"
2020-03-25 20:44:00,"Sentiment score: 60
Relatedness: 10"
2020-03-25 21:02:00,"Sentiment score: 10
Relatedness: 70"
2020-03-25 21:07:00,"Sentiment score: -50
Relatedness: 10"
2020-03-25 21:20:00,"Sentiment score: 50
Relatedness: 70"
2020-03-25 21:26:00,"Sentiment score: 10
Relatedness: 50"
2020-03-25 21:30:00,"Sentiment score: -70
Relatedness: 50"
2020-03-25 22:41:00,"Sentiment score: 0
Relatedness: 20"
2020-03-25 22:47:00,"Sentiment score: 30
Relatedness: 50"
2020-03-25 23:48:00,"Sentiment score: -70
Relatedness: 80"
2020-03-26 00:18:00,"Sentiment score: 20
Relatedness: 40"
2020-03-26 00:28:00,"Sentiment score: 20
Relatedness: 40"
2020-03-26 00:28:00,"Sentiment score: -50
Relatedness: 20"
2020-03-26 00:29:00,"Sentiment score: 60
Relatedness: 80"
2020-03-26 00:30:00,"Sentiment score: -80
Relatedness: 70"
2020-03-26 00:36:00,"Sentiment score: 70
Relatedness: 90"
2020-03-26 00:36:00,"Sentiment score: 70
Relatedness: 60"
2020-03-26 00:49:00,"Sentiment score: -20
Relatedness: 10"
2020-03-26 00:53:00,"Sentiment score: -10
Relatedness: 60"
2020-03-26 03:51:00,"Sentiment score: 80
Relatedness: 90"
2020-03-26 05:45:00,"Sentiment score: -30
Relatedness: 60"
2020-03-26 06:24:00,"Sentiment score: -60
Relatedness: 80"
2020-03-26 06:36:00,"Sentiment score: 50
Relatedness: 60"
2020-03-26 07:37:00,"Sentiment score: 80
Relatedness: 90"
2020-03-26 07:39:00,"Sentiment score: -70
Relatedness: 40"
2020-03-26 08:05:00,"Sentiment score: 50
Relatedness: 30"
2020-03-26 08:08:00,"Sentiment score: -50
Relatedness: 10"
2020-03-26 08:34:00,"Sentiment score: 0
Relatedness: 20"
2020-03-26 08:50:00,"Sentiment score: 70
Relatedness: 50"
2020-03-26 08:52:00,"Sentiment score: 10
Relatedness: 70"
2020-03-26 09:18:00,"Sentiment score: 0
Relatedness: 80"
2020-03-26 09:20:00,"Sentiment score: 0
Relatedness: 70"
2020-03-26 09:21:00,"Sentiment score: -80
Relatedness: 60"
2020-03-26 09:26:00,"Sentiment score: 60
Relatedness: 70"
2020-03-26 09:28:00,"Sentiment score: -80
Relatedness: 30"
2020-03-26 09:31:00,"Sentiment score: 80
Relatedness: 20"
2020-03-26 09:31:00,"Sentiment score: 65
Relatedness: 40"
2020-03-26 09:31:00,"Sentiment score: -70
Relatedness: 10"
2020-03-26 09:33:00,"Sentiment score: 60
Relatedness: 20"
2020-03-26 09:33:00,"Sentiment score: 0
Relatedness: 20"
2020-03-26 09:34:00,"Sentiment score: -10
Relatedness: 20"
2020-03-26 09:35:00,"Sentiment score: -50
Relatedness: 20"
2020-03-26 09:35:00,"Sentiment score: -60
Relatedness: 70"
2020-03-26 09:36:00,"Sentiment score: 50
Relatedness: 10"
2020-03-26 09:37:00,"Sentiment score: 60
Relatedness: 80"
2020-03-26 09:38:00,"Sentiment score: -70
Relatedness: 50"
2020-03-26 09:38:00,"Sentiment score: -60
Relatedness: 20"
2020-03-26 09:41:00,"Sentiment score: -70
Relatedness: 50"
2020-03-26 09:42:00,"Sentiment score: 0
Relatedness: 50"
2020-03-26 09:42:00,"Sentiment score: -90
Relatedness: 5"
2020-03-26 09:43:00,"Sentiment score: 80
Relatedness: 60"
2020-03-26 09:43:00,"Sentiment score: -60
Relatedness: 50"
2020-03-26 09:44:00,"Sentiment score: 10
Relatedness: 30"
2020-03-26 09:44:00,"Sentiment score: -70
Relatedness: 85"
2020-03-26 09:45:00,"Sentiment score: -70
Relatedness: 60"
2020-03-26 09:46:00,"Sentiment score: -80
Relatedness: 10"
2020-03-26 09:46:00,"Sentiment score: -80
Relatedness: 30"
2020-03-26 09:46:00,"Sentiment score: -80
Relatedness: 60"
2020-03-26 09:46:00,"Sentiment score: 10
Relatedness: 80"
2020-03-26 09:47:00,"Sentiment score: 20
Relatedness: 10"
2020-03-26 09:47:00,"Sentiment score: -70
Relatedness: 20"
2020-03-26 09:48:00,"Sentiment score: -80
Relatedness: 20"
2020-03-26 09:49:00,"Sentiment score: -50
Relatedness: 80"
2020-03-26 09:49:00,"Sentiment score: 70
Relatedness: 30"
2020-03-26 09:51:00,"Sentiment score: 0
Relatedness: 10"
2020-03-26 09:52:00,"Sentiment score: -60
Relatedness: 40"
2020-03-26 09:52:00,"Sentiment score: -70
Relatedness: 60"
2020-03-26 09:53:00,"Sentiment score: 50
Relatedness: 20"
2020-03-26 09:54:00,"Sentiment score: -70
Relatedness: 80"
2020-03-26 09:54:00,"Sentiment score: 50
Relatedness: 0"
2020-03-26 09:55:00,"Sentiment score: 60
Relatedness: 80"
2020-03-26 09:57:00,"Sentiment score: 10
Relatedness: 5"
2020-03-26 09:59:00,"Sentiment score: 50
Relatedness: 80"
2020-03-26 10:00:00,"Sentiment score: 80
Relatedness: 50"
2020-03-26 10:00:00,"Sentiment score: 0
Relatedness: 50"
2020-03-26 10:00:00,"Sentiment score: -20
Relatedness: 70"
2020-03-26 10:01:00,"Sentiment score: -70
Relatedness: 20"
2020-03-26 10:02:00,"Sentiment score: -20
Relatedness: 40"
2020-03-26 10:03:00,"Sentiment score: 0
Relatedness: 20"
2020-03-26 10:03:00,"Sentiment score: -70
Relatedness: 40"
2020-03-26 10:04:00,"Sentiment score: -70
Relatedness: 60"
2020-03-26 10:04:00,"Sentiment score: 10
Relatedness: 70"
2020-03-26 10:06:00,"Sentiment score: -70
Relatedness: 30"
2020-03-26 10:07:00,"Sentiment score: 50
Relatedness: 75"
2020-03-26 10:07:00,"Sentiment score: 75
Relatedness: 90"
2020-03-26 10:10:00,"Sentiment score: 10
Relatedness: 20"
2020-03-26 10:10:00,"Sentiment score: 90
Relatedness: 50"
2020-03-26 10:11:00,"Sentiment score: -80
Relatedness: 30"
2020-03-26 10:12:00,"Sentiment score: -70
Relatedness: 90"
2020-03-26 10:14:00,"Sentiment score: 70
Relatedness: 40"
2020-03-26 10:14:00,"Sentiment score: 80
Relatedness: 70"
2020-03-26 10:14:00,"Sentiment score: -15
Relatedness: 20"
2020-03-26 10:15:00,"Sentiment score: 80
Relatedness: 90"
2020-03-26 10:15:00,"Sentiment score: 60
Relatedness: 40"
2020-03-26 10:16:00,"Sentiment score: -70
Relatedness: 25"
2020-03-26 10:17:00,"Sentiment score: 0
Relatedness: 30"
2020-03-26 10:17:00,"Sentiment score: -80
Relatedness: 60"
2020-03-26 10:17:00,"Sentiment score: 80
Relatedness: 50"
2020-03-26 10:17:00,"Sentiment score: 0
Relatedness: 20"
2020-03-26 10:20:00,"Sentiment score: -50
Relatedness: 20"
2020-03-26 10:20:00,"Sentiment score: -20
Relatedness: 30"
2020-03-26 10:20:00,"Sentiment score: -50
Relatedness: 70"
2020-03-26 10:22:00,"Sentiment score: -20
Relatedness: 60"
2020-03-26 10:22:00,"Sentiment score: -75
Relatedness: 20"
2020-03-26 10:22:00,"Sentiment score: -20
Relatedness: 60"
2020-03-26 10:22:00,"Sentiment score: -70
Relatedness: 60"
2020-03-26 10:22:00,"Sentiment score: -50
Relatedness: 60"
2020-03-26 10:23:00,"Sentiment score: 30
Relatedness: 50"
2020-03-26 10:26:00,"Sentiment score: 0
Relatedness: 20"
2020-03-26 10:26:00,"Sentiment score: 0
Relatedness: 20"
2020-03-26 10:28:00,"Sentiment score: -30
Relatedness: 60"
2020-03-26 10:30:00,"Sentiment score: -90
Relatedness: 10"
2020-03-26 10:33:00,"Sentiment score: 10
Relatedness: 20"
2020-03-26 10:33:00,"Sentiment score: 70
Relatedness: 90"
2020-03-26 10:33:00,"Sentiment score: 0
Relatedness: 50"
2020-03-26 10:41:00,"Sentiment score: -70
Relatedness: 60"
2020-03-26 10:42:00,"Sentiment score: -60
Relatedness: 80"
2020-03-26 10:44:00,"Sentiment score: -10
Relatedness: 30"
2020-03-26 10:45:00,"Sentiment score: 50
Relatedness: 30"
2020-03-26 10:45:00,"Sentiment score: 20
Relatedness: 60"
2020-03-26 10:45:00,"Sentiment score: 80
Relatedness: 90"
2020-03-26 10:47:00,"Sentiment score: -80
Relatedness: 90"
2020-03-26 10:49:00,"Sentiment score: -60
Relatedness: 30"
2020-03-26 10:56:00,"Sentiment score: 70
Relatedness: 80"
2020-03-26 10:58:00,"Sentiment score: 40
Relatedness: 60"
2020-03-26 11:00:00,"Sentiment score: 75
Relatedness: 20"
2020-03-26 11:03:00,"Sentiment score: 0
Relatedness: 25"
2020-03-26 11:03:00,"Sentiment score: -70
Relatedness: 30"
2020-03-26 11:04:00,"Sentiment score: 10
Relatedness: 20"
2020-03-26 11:05:00,"Sentiment score: -70
Relatedness: 60"
2020-03-26 11:05:00,"Sentiment score: -80
Relatedness: 75"
2020-03-26 11:06:00,"Sentiment score: 0
Relatedness: 10"
2020-03-26 11:06:00,"Sentiment score: -70
Relatedness: 60"
2020-03-26 11:07:00,"Sentiment score: -80
Relatedness: 90"
2020-03-26 11:10:00,"Sentiment score: -80
Relatedness: 90"
2020-03-26 11:11:00,"Sentiment score: 50
Relatedness: 30"
2020-03-26 11:12:00,"Sentiment score: 60
Relatedness: 70"
2020-03-26 11:12:00,"Sentiment score: 80
Relatedness: 90"
2020-03-26 11:12:00,"Sentiment score: -80
Relatedness: 60"
2020-03-26 11:13:00,"Sentiment score: -60
Relatedness: 30"
2020-03-26 11:14:00,"Sentiment score: -70
Relatedness: 40"
2020-03-26 11:18:00,"Sentiment score: 10
Relatedness: 30"
2020-03-26 11:20:00,"Sentiment score: 0
Relatedness: 50"
2020-03-26 11:21:00,"Sentiment score: 50
Relatedness: 80"
2020-03-26 11:26:00,"Sentiment score: -40
Relatedness: 20"
2020-03-26 11:26:00,"Sentiment score: -70
Relatedness: 60"
2020-03-26 11:29:00,"Sentiment score: -80
Relatedness: 20"
2020-03-26 11:30:00,"Sentiment score: -50
Relatedness: 60"
2020-03-26 11:31:00,"Sentiment score: -90
Relatedness: 20"
2020-03-26 11:33:00,"Sentiment score: -80
Relatedness: 70"
2020-03-26 11:33:00,"Sentiment score: 10
Relatedness: 30"
2020-03-26 11:34:00,"Sentiment score: -65
Relatedness: 30"
2020-03-26 11:34:00,"Sentiment score: -80
Relatedness: 50"
2020-03-26 11:36:00,"Sentiment score: -70
Relatedness: 60"
2020-03-26 11:38:00,"Sentiment score: 70
Relatedness: 80"
2020-03-26 11:39:00,"Sentiment score: 50
Relatedness: 80"
2020-03-26 11:39:00,"Sentiment score: -80
Relatedness: 70"
2020-03-26 11:40:00,"Sentiment score: 70
Relatedness: 80"
2020-03-26 11:41:00,"Sentiment score: -70
Relatedness: 60"
2020-03-26 11:45:00,"Sentiment score: -70
Relatedness: 30"
2020-03-26 11:48:00,"Sentiment score: 5
Relatedness: 70"
2020-03-26 11:50:00,"Sentiment score: -80
Relatedness: 50"
2020-03-26 11:53:00,"Sentiment score: -60
Relatedness: 40"
2020-03-26 11:54:00,"Sentiment score: 60
Relatedness: 70"
2020-03-26 11:58:00,"Sentiment score: -60
Relatedness: 70"
2020-03-26 12:02:00,"Sentiment score: 20
Relatedness: 60"
2020-03-26 12:19:00,"Sentiment score: 0
Relatedness: 10"
2020-03-26 12:20:00,"Sentiment score: 70
Relatedness: 90"
2020-03-26 12:21:00,"Sentiment score: -70
Relatedness: 40"
2020-03-26 12:23:00,"Sentiment score: -70
Relatedness: 10"
2020-03-26 12:26:00,"Sentiment score: 0
Relatedness: 20"
2020-03-26 12:27:00,"Sentiment score: 0
Relatedness: 20"
2020-03-26 12:29:00,"Sentiment score: 0
Relatedness: 50"
2020-03-26 12:33:00,"Sentiment score: 50
Relatedness: 20"
2020-03-26 12:54:00,"Sentiment score: -80
Relatedness: 60"
2020-03-26 12:55:00,"Sentiment score: -60
Relatedness: 70"
2020-03-26 13:01:00,"Sentiment score: -80
Relatedness: 20"
2020-03-26 13:01:00,"Sentiment score: -50
Relatedness: 20"
2020-03-26 13:03:00,"Sentiment score: 20
Relatedness: 10"
2020-03-26 13:04:00,"Sentiment score: 50
Relatedness: 70"
2020-03-26 13:10:00,"Sentiment score: -10
Relatedness: 20"
2020-03-26 13:14:00,"Sentiment score: 60
Relatedness: 80"
2020-03-26 13:14:00,"Sentiment score: 70
Relatedness: 90"
2020-03-26 13:16:00,"Sentiment score: 65
Relatedness: 50"
2020-03-26 13:20:00,"Sentiment score: -5
Relatedness: 60"
2020-03-26 13:25:00,"Sentiment score: -70
Relatedness: 30"
2020-03-26 13:34:00,"Sentiment score: 0
Relatedness: 30"
2020-03-26 13:38:00,"Sentiment score: 80
Relatedness: 90"
2020-03-26 13:41:00,"Sentiment score: -70
Relatedness: 30"
2020-03-26 13:41:00,"Sentiment score: -70
Relatedness: 30"
2020-03-26 13:51:00,"Sentiment score: 0
Relatedness: 50"
2020-03-26 13:52:00,"Sentiment score: 50
Relatedness: 80"
2020-03-26 14:01:00,"Sentiment score: 60
Relatedness: 10"
2020-03-26 14:04:00,"Sentiment score: -80
Relatedness: 60"
2020-03-26 14:04:00,"Sentiment score: 20
Relatedness: 60"
2020-03-26 14:06:00,"Sentiment score: -50
Relatedness: 20"
2020-03-26 14:08:00,"Sentiment score: 80
Relatedness: 90"
2020-03-26 14:10:00,"Sentiment score: -60
Relatedness: 20"
2020-03-26 14:16:00,"Sentiment score: -50
Relatedness: 60"
2020-03-26 14:17:00,"Sentiment score: 20
Relatedness: 60"
2020-03-26 14:18:00,"Sentiment score: 70
Relatedness: 80"
2020-03-26 14:26:00,"Sentiment score: -70
Relatedness: 85"
2020-03-26 14:33:00,"Sentiment score: -80
Relatedness: 20"
2020-03-26 14:34:00,"Sentiment score: -70
Relatedness: 80"
2020-03-26 14:36:00,"Sentiment score: -40
Relatedness: 70"
2020-03-26 14:38:00,"Sentiment score: -60
Relatedness: 40"
2020-03-26 14:54:00,"Sentiment score: -80
Relatedness: 20"
2020-03-26 15:00:00,"Sentiment score: -70
Relatedness: 60"
2020-03-26 15:00:00,"Sentiment score: -20
Relatedness: 10"
2020-03-26 15:01:00,"Sentiment score: -60
Relatedness: 70"
2020-03-26 15:05:00,"Sentiment score: 20
Relatedness: 60"
2020-03-26 15:31:00,"Sentiment score: 50
Relatedness: 70"
2020-03-26 15:31:00,"Sentiment score: 10
Relatedness: 15"
2020-03-26 16:07:00,"Sentiment score: -70
Relatedness: 80"
2020-03-26 16:31:00,"Sentiment score: 0
Relatedness: 80"
2020-03-26 16:57:00,"Sentiment score: 20
Relatedness: 70"
2020-03-26 17:08:00,"Sentiment score: 0
Relatedness: 0"
2020-03-26 17:10:00,"Sentiment score: -25
Relatedness: 50"
2020-03-26 17:12:00,"Sentiment score: -80
Relatedness: 70"
2020-03-26 17:13:00,"Sentiment score: -70
Relatedness: 60"
2020-03-26 17:26:00,"Sentiment score: 50
Relatedness: 20"
2020-03-26 18:46:00,"Sentiment score: 10
Relatedness: 20"
2020-03-26 19:07:00,"Sentiment score: 50
Relatedness: 30"
2020-03-26 19:13:00,"Sentiment score: 70
Relatedness: 80"
2020-03-26 19:18:00,"Sentiment score: -30
Relatedness: 70"
2020-03-26 19:24:00,"Sentiment score: 20
Relatedness: 60"
2020-03-26 19:32:00,"Sentiment score: 0
Relatedness: 50"
2020-03-26 19:38:00,"Sentiment score: -20
Relatedness: 70"
2020-03-26 19:41:00,"Sentiment score: -80
Relatedness: 20"
2020-03-26 19:41:00,"Sentiment score: -50
Relatedness: 20"
2020-03-26 19:59:00,"Sentiment score: 20
Relatedness: 60"
2020-03-26 20:00:00,"Sentiment score: -70
Relatedness: 20"
2020-03-26 20:11:00,"Sentiment score: 50
Relatedness: 70"
2020-03-26 20:12:00,"Sentiment score: -60
Relatedness: 40"
2020-03-26 20:19:00,"Sentiment score: 70
Relatedness: 80"
2020-03-26 20:23:00,"Sentiment score: 70
Relatedness: 60"
2020-03-26 20:30:00,"Sentiment score: -70
Relatedness: 30"
2020-03-26 20:33:00,"Sentiment score: 70
Relatedness: 85"
2020-03-26 21:04:00,"Sentiment score: 10
Relatedness: 70"
2020-03-26 21:06:00,"Sentiment score: 10
Relatedness: 50"
2020-03-26 21:08:00,"Sentiment score: -20
Relatedness: 30"
2020-03-26 21:10:00,"Sentiment score: 20
Relatedness: 70"
2020-03-26 21:15:00,"Sentiment score: -60
Relatedness: 70"
2020-03-26 22:41:00,"Sentiment score: 0
Relatedness: 20"
2020-03-26 22:48:00,"Sentiment score: 50
Relatedness: 70"
2020-03-26 23:01:00,"Sentiment score: -80
Relatedness: 30"
2020-03-26 23:06:00,"Sentiment score: 60
Relatedness: 80"
2020-03-26 23:07:00,"Sentiment score: -70
Relatedness: 40"
2020-03-26 23:22:00,"Sentiment score: -60
Relatedness: 70"
2020-03-26 23:24:00,"Sentiment score: -60
Relatedness: 40"
2020-03-26 23:26:00,"Sentiment score: -90
Relatedness: 20"
2020-03-26 23:28:00,"Sentiment score: -30
Relatedness: 50"
2020-03-27 00:01:00,"Sentiment score: 50
Relatedness: 70"
2020-03-27 00:08:00,"Sentiment score: -70
Relatedness: 20"
2020-03-27 00:11:00,"Sentiment score: -70
Relatedness: 20"
2020-03-27 00:22:00,"Sentiment score: -10
Relatedness: 30"
2020-03-27 00:24:00,"Sentiment score: 0
Relatedness: 10"
2020-03-27 00:24:00,"Sentiment score: 0
Relatedness: 50"
2020-03-27 01:34:00,"Sentiment score: -80
Relatedness: 10"
2020-03-27 02:16:00,"Sentiment score: 70
Relatedness: 80"
2020-03-27 06:51:00,"Sentiment score: -80
Relatedness: 90"
2020-03-27 06:59:00,"Sentiment score: -40
Relatedness: 60"
2020-03-27 07:23:00,"Sentiment score: 70
Relatedness: 80"
2020-03-27 07:35:00,"Sentiment score: -50
Relatedness: 80"
2020-03-27 07:40:00,"Sentiment score: 80
Relatedness: 90"
2020-03-27 08:08:00,"Sentiment score: 80
Relatedness: 60"
2020-03-27 08:46:00,"Sentiment score: 60
Relatedness: 40"
2020-03-27 08:49:00,"Sentiment score: 60
Relatedness: 70"
2020-03-27 08:50:00,"Sentiment score: -70
Relatedness: 20"
2020-03-27 08:50:00,"Sentiment score: -60
Relatedness: 80"
2020-03-27 08:53:00,"Sentiment score: -80
Relatedness: 20"
2020-03-27 08:57:00,"Sentiment score: 50
Relatedness: 90"
2020-03-27 08:57:00,"Sentiment score: 0
Relatedness: 75"
2020-03-27 08:59:00,"Sentiment score: 70
Relatedness: 20"
2020-03-27 09:04:00,"Sentiment score: 75
Relatedness: 80"
2020-03-27 09:04:00,"Sentiment score: 75
Relatedness: 90"
2020-03-27 09:08:00,"Sentiment score: -70
Relatedness: 40"
2020-03-27 09:17:00,"Sentiment score: 20
Relatedness: 80"
2020-03-27 09:19:00,"Sentiment score: 70
Relatedness: 85"
2020-03-27 09:23:00,"Sentiment score: 50
Relatedness: 75"
2020-03-27 09:24:00,"Sentiment score: 10
Relatedness: 60"
2020-03-27 09:26:00,"Sentiment score: 60
Relatedness: 80"
2020-03-27 09:29:00,"Sentiment score: 70
Relatedness: 80"
2020-03-27 09:31:00,"Sentiment score: -70
Relatedness: 20"
2020-03-27 09:31:00,"Sentiment score: -70
Relatedness: 30"
2020-03-27 09:31:00,"Sentiment score: -70
Relatedness: 30"
2020-03-27 09:31:00,"Sentiment score: 60
Relatedness: 80"
2020-03-27 09:32:00,"Sentiment score: -80
Relatedness: 20"
2020-03-27 09:33:00,"Sentiment score: 5
Relatedness: 30"
2020-03-27 09:33:00,"Sentiment score: -80
Relatedness: 60"
2020-03-27 09:33:00,"Sentiment score: 80
Relatedness: 60"
2020-03-27 09:33:00,"Sentiment score: 80
Relatedness: 60"
2020-03-27 09:34:00,"Sentiment score: 0
Relatedness: 20"
2020-03-27 09:34:00,"Sentiment score: -10
Relatedness: 60"
2020-03-27 09:34:00,"Sentiment score: 60
Relatedness: 80"
2020-03-27 09:34:00,"Sentiment score: 70
Relatedness: 80"
2020-03-27 09:34:00,"Sentiment score: -60
Relatedness: 75"
2020-03-27 09:36:00,"Sentiment score: -70
Relatedness: 20"
2020-03-27 09:37:00,"Sentiment score: -70
Relatedness: 30"
